stage,frame,token,input_cycle,output_cycle,elapsed_cycles
block_input_queue,37,3,373929,374555,626
block_input_queue,37,4,374556,375188,632
block_input_queue,37,5,375189,375815,626
block_input_queue,37,6,375816,376442,626
block_input_queue,37,7,376443,377069,626
block_input_queue,37,8,377070,377702,632
block_input_queue,37,9,377703,378329,626
block_input_queue,37,10,378330,378956,626
block_input_queue,37,11,378957,379583,626
block_input_queue,37,12,379584,380216,632
block_input_queue,37,13,380217,380843,626
block_input_queue,37,14,380844,381470,626
block_input_queue,37,15,381471,382097,626
block_input_queue,38,0,382098,382730,632
block_input_queue,38,1,382731,383357,626
block_input_queue,38,2,383358,383984,626
block_input_queue,38,3,383985,384611,626
block_input_queue,38,4,384612,385244,632
block_input_queue,38,5,385245,385871,626
block_input_queue,38,6,385872,386498,626
block_input_queue,38,7,386499,387125,626
block_input_queue,38,8,387126,387758,632
block_input_queue,38,9,387759,388385,626
block_input_queue,38,10,388386,389012,626
block_input_queue,38,11,389013,389639,626
block_input_queue,38,12,389640,390272,632
block_input_queue,38,13,390273,390899,626
block_input_queue,38,14,390900,391526,626
block_input_queue,38,15,391527,392153,626
block_input_queue,39,0,392154,392786,632
block_input_queue,39,1,392787,393413,626
block_input_queue,39,2,393414,394040,626
block_input_queue,39,3,394041,394667,626
block_input_queue,39,4,394668,395300,632
block_input_queue,39,5,395301,395927,626
block_input_queue,39,6,395928,396554,626
block_input_queue,39,7,396555,397181,626
block_input_queue,39,8,397182,397814,632
block_input_queue,39,9,397815,398441,626
block_input_queue,39,10,398442,399068,626
block_input_queue,39,11,399069,399695,626
block_input_queue,39,12,399696,400328,632
block_input_queue,39,13,400329,400955,626
block_input_queue,39,14,400956,401582,626
block_input_queue,39,15,401583,402209,626
block_input_queue,40,0,402210,402842,632
block_input_queue,40,1,402843,403469,626
block_input_queue,40,2,403470,404096,626
block_input_queue,40,3,404097,404723,626
block_input_queue,40,4,404724,405356,632
block_input_queue,40,5,405357,405983,626
block_input_queue,40,6,405984,406610,626
block_input_queue,40,7,406611,407237,626
block_input_queue,40,8,407238,407870,632
block_input_queue,40,9,407871,408497,626
block_input_queue,40,10,408498,409124,626
block_input_queue,40,11,409125,409751,626
block_input_queue,40,12,409752,410384,632
block_input_queue,40,13,410385,411011,626
block_input_queue,40,14,411012,411638,626
block_input_queue,40,15,411639,412265,626
block_input_queue,41,0,412266,412898,632
block_input_queue,41,1,412899,413525,626
block_input_queue,41,2,413526,414152,626
block_input_queue,41,3,414153,414779,626
block_input_queue,41,4,414780,415412,632
block_input_queue,41,5,415413,416039,626
block_input_queue,41,6,416040,416666,626
block_input_queue,41,7,416667,417293,626
block_input_queue,41,8,417294,417926,632
block_input_queue,41,9,417927,418553,626
block_input_queue,41,10,418554,419180,626
block_input_queue,41,11,419181,419807,626
block_input_queue,41,12,419808,420440,632
block_input_queue,41,13,420441,421067,626
block_input_queue,41,14,421068,421694,626
block_input_queue,41,15,421695,422321,626
block_input_queue,42,0,422322,422954,632
block_input_queue,42,1,422955,423581,626
block_input_queue,42,2,423582,424208,626
block_input_queue,42,3,424209,424835,626
block_input_queue,42,4,424836,425468,632
block_input_queue,42,5,425469,426095,626
block_input_queue,42,6,426096,426722,626
block_input_queue,42,7,426723,427349,626
block_input_queue,42,8,427350,427982,632
block_input_queue,42,9,427983,428609,626
block_input_queue,42,10,428610,429236,626
block_input_queue,42,11,429237,429863,626
block_input_queue,42,12,429864,430496,632
block_input_queue,42,13,430497,431123,626
block_input_queue,42,14,431124,431750,626
block_input_queue,42,15,431751,432377,626
block_input_queue,43,0,432378,433010,632
block_input_queue,43,1,433011,433637,626
block_input_queue,43,2,433638,434264,626
block_input_queue,43,3,434265,434891,626
block_input_queue,43,4,434892,435524,632
block_input_queue,43,5,435525,436151,626
block_input_queue,43,6,436152,436778,626
block_input_queue,43,7,436779,437405,626
block_input_queue,43,8,437406,438038,632
block_input_queue,43,9,438039,438665,626
block_input_queue,43,10,438666,439292,626
block_input_queue,43,11,439293,439919,626
block_input_queue,43,12,439920,440552,632
block_input_queue,43,13,440553,441179,626
block_input_queue,43,14,441180,441806,626
block_input_queue,43,15,441807,442433,626
block_input_queue,44,0,442434,443066,632
block_input_queue,44,1,443067,443693,626
block_input_queue,44,2,443694,444320,626
block_input_queue,44,3,444321,444947,626
block_input_queue,44,4,444948,445580,632
block_input_queue,44,5,445581,446207,626
block_input_queue,44,6,446208,446834,626
block_input_queue,44,7,446835,447461,626
block_input_queue,44,8,447462,448094,632
block_input_queue,44,9,448095,448721,626
