event,ordinal,token,cycle,group,item
dispatch,128,0,81690,7,12
multiply,128,0,81690,7,8
read,128,0,81690,7,13
response,128,0,81690,7,9
accumulate,128,0,81691,7,7
combine,128,0,81691,7,8
dispatch,128,0,81691,7,13
multiply,128,0,81691,7,9
read,128,0,81691,7,14
response,128,0,81691,7,10
accumulate,128,0,81692,7,8
combine,128,0,81692,7,9
dispatch,128,0,81692,7,14
multiply,128,0,81692,7,10
read,128,0,81692,7,15
response,128,0,81692,7,11
accumulate,128,0,81693,7,9
chunk,128,0,81693,7,1
combine,128,0,81693,7,10
dispatch,128,0,81693,7,15
multiply,128,0,81693,7,11
response,128,0,81693,7,12
accumulate,128,0,81694,7,10
combine,128,0,81694,7,11
multiply,128,0,81694,7,12
read,128,0,81694,7,16
response,128,0,81694,7,13
accumulate,128,0,81695,7,11
combine,128,0,81695,7,12
dispatch,128,0,81695,7,16
multiply,128,0,81695,7,13
read,128,0,81695,7,17
response,128,0,81695,7,14
accumulate,128,0,81696,7,12
combine,128,0,81696,7,13
dispatch,128,0,81696,7,17
multiply,128,0,81696,7,14
read,128,0,81696,7,18
response,128,0,81696,7,15
accumulate,128,0,81697,7,13
combine,128,0,81697,7,14
dispatch,128,0,81697,7,18
multiply,128,0,81697,7,15
read,128,0,81697,7,19
accumulate,128,0,81698,7,14
combine,128,0,81698,7,15
dispatch,128,0,81698,7,19
response,128,0,81698,7,16
accumulate,128,0,81699,7,15
multiply,128,0,81699,7,16
response,128,0,81699,7,17
combine,128,0,81700,7,16
multiply,128,0,81700,7,17
response,128,0,81700,7,18
accumulate,128,0,81701,7,16
combine,128,0,81701,7,17
multiply,128,0,81701,7,18
response,128,0,81701,7,19
accumulate,128,0,81702,7,17
combine,128,0,81702,7,18
multiply,128,0,81702,7,19
accumulate,128,0,81703,7,18
combine,128,0,81703,7,19
last,128,0,81704,7,19
bias,128,0,81705,7,-1
restart,128,0,81705,7,-1
add,128,0,81706,7,-1
group,128,0,81706,8,-1
chunk,128,0,81707,8,0
round,128,0,81707,7,-1
collect,128,0,81708,7,-1
read,128,0,81708,8,0
dispatch,128,0,81709,8,0
read,128,0,81709,8,1
dispatch,128,0,81710,8,1
read,128,0,81710,8,2
dispatch,128,0,81711,8,2
read,128,0,81711,8,3
dispatch,128,0,81712,8,3
read,128,0,81712,8,4
response,128,0,81712,8,0
dispatch,128,0,81713,8,4
multiply,128,0,81713,8,0
read,128,0,81713,8,5
response,128,0,81713,8,1
combine,128,0,81714,8,0
dispatch,128,0,81714,8,5
multiply,128,0,81714,8,1
read,128,0,81714,8,6
response,128,0,81714,8,2
accumulate,128,0,81715,8,0
combine,128,0,81715,8,1
dispatch,128,0,81715,8,6
multiply,128,0,81715,8,2
read,128,0,81715,8,7
response,128,0,81715,8,3
accumulate,128,0,81716,8,1
combine,128,0,81716,8,2
dispatch,128,0,81716,8,7
multiply,128,0,81716,8,3
read,128,0,81716,8,8
response,128,0,81716,8,4
accumulate,128,0,81717,8,2
combine,128,0,81717,8,3
dispatch,128,0,81717,8,8
multiply,128,0,81717,8,4
read,128,0,81717,8,9
response,128,0,81717,8,5
accumulate,128,0,81718,8,3
combine,128,0,81718,8,4
dispatch,128,0,81718,8,9
multiply,128,0,81718,8,5
read,128,0,81718,8,10
response,128,0,81718,8,6
accumulate,128,0,81719,8,4
combine,128,0,81719,8,5
dispatch,128,0,81719,8,10
multiply,128,0,81719,8,6
read,128,0,81719,8,11
response,128,0,81719,8,7
accumulate,128,0,81720,8,5
combine,128,0,81720,8,6
dispatch,128,0,81720,8,11
multiply,128,0,81720,8,7
read,128,0,81720,8,12
response,128,0,81720,8,8
accumulate,128,0,81721,8,6
combine,128,0,81721,8,7
dispatch,128,0,81721,8,12
multiply,128,0,81721,8,8
read,128,0,81721,8,13
response,128,0,81721,8,9
accumulate,128,0,81722,8,7
combine,128,0,81722,8,8
dispatch,128,0,81722,8,13
multiply,128,0,81722,8,9
read,128,0,81722,8,14
response,128,0,81722,8,10
accumulate,128,0,81723,8,8
combine,128,0,81723,8,9
dispatch,128,0,81723,8,14
multiply,128,0,81723,8,10
read,128,0,81723,8,15
response,128,0,81723,8,11
accumulate,128,0,81724,8,9
chunk,128,0,81724,8,1
combine,128,0,81724,8,10
dispatch,128,0,81724,8,15
multiply,128,0,81724,8,11
response,128,0,81724,8,12
accumulate,128,0,81725,8,10
combine,128,0,81725,8,11
multiply,128,0,81725,8,12
read,128,0,81725,8,16
response,128,0,81725,8,13
accumulate,128,0,81726,8,11
combine,128,0,81726,8,12
dispatch,128,0,81726,8,16
multiply,128,0,81726,8,13
read,128,0,81726,8,17
response,128,0,81726,8,14
accumulate,128,0,81727,8,12
combine,128,0,81727,8,13
dispatch,128,0,81727,8,17
multiply,128,0,81727,8,14
read,128,0,81727,8,18
response,128,0,81727,8,15
accumulate,128,0,81728,8,13
combine,128,0,81728,8,14
dispatch,128,0,81728,8,18
multiply,128,0,81728,8,15
read,128,0,81728,8,19
accumulate,128,0,81729,8,14
combine,128,0,81729,8,15
dispatch,128,0,81729,8,19
response,128,0,81729,8,16
accumulate,128,0,81730,8,15
multiply,128,0,81730,8,16
response,128,0,81730,8,17
combine,128,0,81731,8,16
multiply,128,0,81731,8,17
response,128,0,81731,8,18
accumulate,128,0,81732,8,16
combine,128,0,81732,8,17
multiply,128,0,81732,8,18
response,128,0,81732,8,19
accumulate,128,0,81733,8,17
combine,128,0,81733,8,18
multiply,128,0,81733,8,19
accumulate,128,0,81734,8,18
combine,128,0,81734,8,19
last,128,0,81735,8,19
bias,128,0,81736,8,-1
restart,128,0,81736,8,-1
add,128,0,81737,8,-1
group,128,0,81737,9,-1
chunk,128,0,81738,9,0
round,128,0,81738,8,-1
collect,128,0,81739,8,-1
read,128,0,81739,9,0
dispatch,128,0,81740,9,0
read,128,0,81740,9,1
dispatch,128,0,81741,9,1
read,128,0,81741,9,2
dispatch,128,0,81742,9,2
read,128,0,81742,9,3
dispatch,128,0,81743,9,3
read,128,0,81743,9,4
response,128,0,81743,9,0
dispatch,128,0,81744,9,4
multiply,128,0,81744,9,0
read,128,0,81744,9,5
response,128,0,81744,9,1
combine,128,0,81745,9,0
dispatch,128,0,81745,9,5
multiply,128,0,81745,9,1
read,128,0,81745,9,6
response,128,0,81745,9,2
accumulate,128,0,81746,9,0
combine,128,0,81746,9,1
dispatch,128,0,81746,9,6
multiply,128,0,81746,9,2
read,128,0,81746,9,7
response,128,0,81746,9,3
accumulate,128,0,81747,9,1
combine,128,0,81747,9,2
dispatch,128,0,81747,9,7
multiply,128,0,81747,9,3
read,128,0,81747,9,8
response,128,0,81747,9,4
accumulate,128,0,81748,9,2
combine,128,0,81748,9,3
dispatch,128,0,81748,9,8
multiply,128,0,81748,9,4
read,128,0,81748,9,9
response,128,0,81748,9,5
accumulate,128,0,81749,9,3
combine,128,0,81749,9,4
dispatch,128,0,81749,9,9
multiply,128,0,81749,9,5
read,128,0,81749,9,10
response,128,0,81749,9,6
accumulate,128,0,81750,9,4
combine,128,0,81750,9,5
dispatch,128,0,81750,9,10
multiply,128,0,81750,9,6
read,128,0,81750,9,11
response,128,0,81750,9,7
accumulate,128,0,81751,9,5
combine,128,0,81751,9,6
dispatch,128,0,81751,9,11
multiply,128,0,81751,9,7
read,128,0,81751,9,12
response,128,0,81751,9,8
accumulate,128,0,81752,9,6
combine,128,0,81752,9,7
dispatch,128,0,81752,9,12
multiply,128,0,81752,9,8
read,128,0,81752,9,13
response,128,0,81752,9,9
accumulate,128,0,81753,9,7
combine,128,0,81753,9,8
dispatch,128,0,81753,9,13
multiply,128,0,81753,9,9
read,128,0,81753,9,14
response,128,0,81753,9,10
accumulate,128,0,81754,9,8
combine,128,0,81754,9,9
dispatch,128,0,81754,9,14
multiply,128,0,81754,9,10
read,128,0,81754,9,15
response,128,0,81754,9,11
accumulate,128,0,81755,9,9
chunk,128,0,81755,9,1
combine,128,0,81755,9,10
dispatch,128,0,81755,9,15
multiply,128,0,81755,9,11
response,128,0,81755,9,12
accumulate,128,0,81756,9,10
combine,128,0,81756,9,11
multiply,128,0,81756,9,12
read,128,0,81756,9,16
response,128,0,81756,9,13
accumulate,128,0,81757,9,11
combine,128,0,81757,9,12
dispatch,128,0,81757,9,16
multiply,128,0,81757,9,13
read,128,0,81757,9,17
response,128,0,81757,9,14
accumulate,128,0,81758,9,12
combine,128,0,81758,9,13
dispatch,128,0,81758,9,17
multiply,128,0,81758,9,14
read,128,0,81758,9,18
response,128,0,81758,9,15
accumulate,128,0,81759,9,13
combine,128,0,81759,9,14
dispatch,128,0,81759,9,18
multiply,128,0,81759,9,15
read,128,0,81759,9,19
accumulate,128,0,81760,9,14
combine,128,0,81760,9,15
dispatch,128,0,81760,9,19
response,128,0,81760,9,16
accumulate,128,0,81761,9,15
multiply,128,0,81761,9,16
response,128,0,81761,9,17
combine,128,0,81762,9,16
multiply,128,0,81762,9,17
response,128,0,81762,9,18
accumulate,128,0,81763,9,16
combine,128,0,81763,9,17
multiply,128,0,81763,9,18
response,128,0,81763,9,19
accumulate,128,0,81764,9,17
combine,128,0,81764,9,18
multiply,128,0,81764,9,19
accumulate,128,0,81765,9,18
combine,128,0,81765,9,19
last,128,0,81766,9,19
bias,128,0,81767,9,-1
restart,128,0,81767,9,-1
add,128,0,81768,9,-1
group,128,0,81768,10,-1
chunk,128,0,81769,10,0
round,128,0,81769,9,-1
collect,128,0,81770,9,-1
read,128,0,81770,10,0
dispatch,128,0,81771,10,0
read,128,0,81771,10,1
dispatch,128,0,81772,10,1
read,128,0,81772,10,2
dispatch,128,0,81773,10,2
read,128,0,81773,10,3
dispatch,128,0,81774,10,3
read,128,0,81774,10,4
response,128,0,81774,10,0
dispatch,128,0,81775,10,4
multiply,128,0,81775,10,0
read,128,0,81775,10,5
response,128,0,81775,10,1
combine,128,0,81776,10,0
dispatch,128,0,81776,10,5
multiply,128,0,81776,10,1
read,128,0,81776,10,6
response,128,0,81776,10,2
accumulate,128,0,81777,10,0
combine,128,0,81777,10,1
dispatch,128,0,81777,10,6
multiply,128,0,81777,10,2
read,128,0,81777,10,7
response,128,0,81777,10,3
accumulate,128,0,81778,10,1
combine,128,0,81778,10,2
dispatch,128,0,81778,10,7
multiply,128,0,81778,10,3
read,128,0,81778,10,8
response,128,0,81778,10,4
accumulate,128,0,81779,10,2
combine,128,0,81779,10,3
dispatch,128,0,81779,10,8
multiply,128,0,81779,10,4
read,128,0,81779,10,9
response,128,0,81779,10,5
accumulate,128,0,81780,10,3
combine,128,0,81780,10,4
dispatch,128,0,81780,10,9
multiply,128,0,81780,10,5
read,128,0,81780,10,10
response,128,0,81780,10,6
accumulate,128,0,81781,10,4
combine,128,0,81781,10,5
dispatch,128,0,81781,10,10
multiply,128,0,81781,10,6
read,128,0,81781,10,11
response,128,0,81781,10,7
accumulate,128,0,81782,10,5
combine,128,0,81782,10,6
dispatch,128,0,81782,10,11
multiply,128,0,81782,10,7
read,128,0,81782,10,12
response,128,0,81782,10,8
accumulate,128,0,81783,10,6
combine,128,0,81783,10,7
dispatch,128,0,81783,10,12
multiply,128,0,81783,10,8
read,128,0,81783,10,13
response,128,0,81783,10,9
accumulate,128,0,81784,10,7
combine,128,0,81784,10,8
dispatch,128,0,81784,10,13
multiply,128,0,81784,10,9
read,128,0,81784,10,14
response,128,0,81784,10,10
accumulate,128,0,81785,10,8
combine,128,0,81785,10,9
dispatch,128,0,81785,10,14
multiply,128,0,81785,10,10
read,128,0,81785,10,15
response,128,0,81785,10,11
accumulate,128,0,81786,10,9
chunk,128,0,81786,10,1
combine,128,0,81786,10,10
dispatch,128,0,81786,10,15
multiply,128,0,81786,10,11
response,128,0,81786,10,12
accumulate,128,0,81787,10,10
combine,128,0,81787,10,11
multiply,128,0,81787,10,12
read,128,0,81787,10,16
response,128,0,81787,10,13
accumulate,128,0,81788,10,11
combine,128,0,81788,10,12
dispatch,128,0,81788,10,16
multiply,128,0,81788,10,13
read,128,0,81788,10,17
response,128,0,81788,10,14
accumulate,128,0,81789,10,12
combine,128,0,81789,10,13
dispatch,128,0,81789,10,17
multiply,128,0,81789,10,14
read,128,0,81789,10,18
response,128,0,81789,10,15
accumulate,128,0,81790,10,13
combine,128,0,81790,10,14
dispatch,128,0,81790,10,18
multiply,128,0,81790,10,15
read,128,0,81790,10,19
accumulate,128,0,81791,10,14
combine,128,0,81791,10,15
dispatch,128,0,81791,10,19
response,128,0,81791,10,16
accumulate,128,0,81792,10,15
multiply,128,0,81792,10,16
response,128,0,81792,10,17
combine,128,0,81793,10,16
multiply,128,0,81793,10,17
response,128,0,81793,10,18
accumulate,128,0,81794,10,16
combine,128,0,81794,10,17
multiply,128,0,81794,10,18
response,128,0,81794,10,19
accumulate,128,0,81795,10,17
combine,128,0,81795,10,18
multiply,128,0,81795,10,19
accumulate,128,0,81796,10,18
combine,128,0,81796,10,19
last,128,0,81797,10,19
bias,128,0,81798,10,-1
restart,128,0,81798,10,-1
add,128,0,81799,10,-1
group,128,0,81799,11,-1
chunk,128,0,81800,11,0
round,128,0,81800,10,-1
collect,128,0,81801,10,-1
read,128,0,81801,11,0
dispatch,128,0,81802,11,0
read,128,0,81802,11,1
dispatch,128,0,81803,11,1
read,128,0,81803,11,2
dispatch,128,0,81804,11,2
read,128,0,81804,11,3
dispatch,128,0,81805,11,3
read,128,0,81805,11,4
response,128,0,81805,11,0
dispatch,128,0,81806,11,4
multiply,128,0,81806,11,0
read,128,0,81806,11,5
response,128,0,81806,11,1
combine,128,0,81807,11,0
dispatch,128,0,81807,11,5
multiply,128,0,81807,11,1
read,128,0,81807,11,6
response,128,0,81807,11,2
accumulate,128,0,81808,11,0
combine,128,0,81808,11,1
dispatch,128,0,81808,11,6
multiply,128,0,81808,11,2
read,128,0,81808,11,7
response,128,0,81808,11,3
accumulate,128,0,81809,11,1
combine,128,0,81809,11,2
dispatch,128,0,81809,11,7
multiply,128,0,81809,11,3
read,128,0,81809,11,8
response,128,0,81809,11,4
accumulate,128,0,81810,11,2
combine,128,0,81810,11,3
dispatch,128,0,81810,11,8
multiply,128,0,81810,11,4
read,128,0,81810,11,9
response,128,0,81810,11,5
accumulate,128,0,81811,11,3
combine,128,0,81811,11,4
dispatch,128,0,81811,11,9
multiply,128,0,81811,11,5
read,128,0,81811,11,10
response,128,0,81811,11,6
accumulate,128,0,81812,11,4
combine,128,0,81812,11,5
dispatch,128,0,81812,11,10
multiply,128,0,81812,11,6
read,128,0,81812,11,11
response,128,0,81812,11,7
accumulate,128,0,81813,11,5
combine,128,0,81813,11,6
dispatch,128,0,81813,11,11
multiply,128,0,81813,11,7
read,128,0,81813,11,12
response,128,0,81813,11,8
accumulate,128,0,81814,11,6
combine,128,0,81814,11,7
dispatch,128,0,81814,11,12
multiply,128,0,81814,11,8
read,128,0,81814,11,13
response,128,0,81814,11,9
accumulate,128,0,81815,11,7
combine,128,0,81815,11,8
dispatch,128,0,81815,11,13
multiply,128,0,81815,11,9
read,128,0,81815,11,14
response,128,0,81815,11,10
accumulate,128,0,81816,11,8
combine,128,0,81816,11,9
dispatch,128,0,81816,11,14
multiply,128,0,81816,11,10
read,128,0,81816,11,15
response,128,0,81816,11,11
accumulate,128,0,81817,11,9
chunk,128,0,81817,11,1
combine,128,0,81817,11,10
dispatch,128,0,81817,11,15
multiply,128,0,81817,11,11
response,128,0,81817,11,12
accumulate,128,0,81818,11,10
combine,128,0,81818,11,11
multiply,128,0,81818,11,12
read,128,0,81818,11,16
response,128,0,81818,11,13
accumulate,128,0,81819,11,11
combine,128,0,81819,11,12
dispatch,128,0,81819,11,16
multiply,128,0,81819,11,13
read,128,0,81819,11,17
response,128,0,81819,11,14
accumulate,128,0,81820,11,12
combine,128,0,81820,11,13
dispatch,128,0,81820,11,17
multiply,128,0,81820,11,14
read,128,0,81820,11,18
response,128,0,81820,11,15
accumulate,128,0,81821,11,13
combine,128,0,81821,11,14
dispatch,128,0,81821,11,18
multiply,128,0,81821,11,15
read,128,0,81821,11,19
accumulate,128,0,81822,11,14
combine,128,0,81822,11,15
dispatch,128,0,81822,11,19
response,128,0,81822,11,16
accumulate,128,0,81823,11,15
multiply,128,0,81823,11,16
response,128,0,81823,11,17
combine,128,0,81824,11,16
multiply,128,0,81824,11,17
response,128,0,81824,11,18
accumulate,128,0,81825,11,16
combine,128,0,81825,11,17
multiply,128,0,81825,11,18
response,128,0,81825,11,19
accumulate,128,0,81826,11,17
combine,128,0,81826,11,18
multiply,128,0,81826,11,19
accumulate,128,0,81827,11,18
combine,128,0,81827,11,19
last,128,0,81828,11,19
bias,128,0,81829,11,-1
restart,128,0,81829,11,-1
add,128,0,81830,11,-1
group,128,0,81830,12,-1
chunk,128,0,81831,12,0
round,128,0,81831,11,-1
collect,128,0,81832,11,-1
read,128,0,81832,12,0
dispatch,128,0,81833,12,0
read,128,0,81833,12,1
dispatch,128,0,81834,12,1
read,128,0,81834,12,2
dispatch,128,0,81835,12,2
read,128,0,81835,12,3
dispatch,128,0,81836,12,3
read,128,0,81836,12,4
response,128,0,81836,12,0
dispatch,128,0,81837,12,4
multiply,128,0,81837,12,0
read,128,0,81837,12,5
response,128,0,81837,12,1
combine,128,0,81838,12,0
dispatch,128,0,81838,12,5
multiply,128,0,81838,12,1
read,128,0,81838,12,6
response,128,0,81838,12,2
accumulate,128,0,81839,12,0
combine,128,0,81839,12,1
dispatch,128,0,81839,12,6
multiply,128,0,81839,12,2
read,128,0,81839,12,7
response,128,0,81839,12,3
accumulate,128,0,81840,12,1
combine,128,0,81840,12,2
dispatch,128,0,81840,12,7
multiply,128,0,81840,12,3
read,128,0,81840,12,8
response,128,0,81840,12,4
accumulate,128,0,81841,12,2
combine,128,0,81841,12,3
dispatch,128,0,81841,12,8
multiply,128,0,81841,12,4
read,128,0,81841,12,9
response,128,0,81841,12,5
accumulate,128,0,81842,12,3
combine,128,0,81842,12,4
dispatch,128,0,81842,12,9
multiply,128,0,81842,12,5
read,128,0,81842,12,10
response,128,0,81842,12,6
accumulate,128,0,81843,12,4
combine,128,0,81843,12,5
dispatch,128,0,81843,12,10
multiply,128,0,81843,12,6
read,128,0,81843,12,11
response,128,0,81843,12,7
accumulate,128,0,81844,12,5
combine,128,0,81844,12,6
dispatch,128,0,81844,12,11
multiply,128,0,81844,12,7
read,128,0,81844,12,12
response,128,0,81844,12,8
accumulate,128,0,81845,12,6
combine,128,0,81845,12,7
dispatch,128,0,81845,12,12
multiply,128,0,81845,12,8
read,128,0,81845,12,13
response,128,0,81845,12,9
accumulate,128,0,81846,12,7
combine,128,0,81846,12,8
dispatch,128,0,81846,12,13
multiply,128,0,81846,12,9
read,128,0,81846,12,14
response,128,0,81846,12,10
accumulate,128,0,81847,12,8
combine,128,0,81847,12,9
dispatch,128,0,81847,12,14
multiply,128,0,81847,12,10
read,128,0,81847,12,15
response,128,0,81847,12,11
accumulate,128,0,81848,12,9
chunk,128,0,81848,12,1
combine,128,0,81848,12,10
dispatch,128,0,81848,12,15
multiply,128,0,81848,12,11
response,128,0,81848,12,12
accumulate,128,0,81849,12,10
combine,128,0,81849,12,11
multiply,128,0,81849,12,12
read,128,0,81849,12,16
response,128,0,81849,12,13
accumulate,128,0,81850,12,11
combine,128,0,81850,12,12
dispatch,128,0,81850,12,16
multiply,128,0,81850,12,13
read,128,0,81850,12,17
response,128,0,81850,12,14
accumulate,128,0,81851,12,12
combine,128,0,81851,12,13
dispatch,128,0,81851,12,17
multiply,128,0,81851,12,14
read,128,0,81851,12,18
response,128,0,81851,12,15
accumulate,128,0,81852,12,13
combine,128,0,81852,12,14
dispatch,128,0,81852,12,18
multiply,128,0,81852,12,15
read,128,0,81852,12,19
accumulate,128,0,81853,12,14
combine,128,0,81853,12,15
dispatch,128,0,81853,12,19
response,128,0,81853,12,16
accumulate,128,0,81854,12,15
multiply,128,0,81854,12,16
response,128,0,81854,12,17
combine,128,0,81855,12,16
multiply,128,0,81855,12,17
response,128,0,81855,12,18
accumulate,128,0,81856,12,16
combine,128,0,81856,12,17
multiply,128,0,81856,12,18
response,128,0,81856,12,19
accumulate,128,0,81857,12,17
combine,128,0,81857,12,18
multiply,128,0,81857,12,19
accumulate,128,0,81858,12,18
combine,128,0,81858,12,19
last,128,0,81859,12,19
bias,128,0,81860,12,-1
restart,128,0,81860,12,-1
add,128,0,81861,12,-1
group,128,0,81861,13,-1
chunk,128,0,81862,13,0
round,128,0,81862,12,-1
collect,128,0,81863,12,-1
read,128,0,81863,13,0
dispatch,128,0,81864,13,0
read,128,0,81864,13,1
dispatch,128,0,81865,13,1
read,128,0,81865,13,2
dispatch,128,0,81866,13,2
read,128,0,81866,13,3
dispatch,128,0,81867,13,3
read,128,0,81867,13,4
response,128,0,81867,13,0
dispatch,128,0,81868,13,4
multiply,128,0,81868,13,0
read,128,0,81868,13,5
response,128,0,81868,13,1
combine,128,0,81869,13,0
dispatch,128,0,81869,13,5
multiply,128,0,81869,13,1
read,128,0,81869,13,6
response,128,0,81869,13,2
accumulate,128,0,81870,13,0
combine,128,0,81870,13,1
dispatch,128,0,81870,13,6
multiply,128,0,81870,13,2
read,128,0,81870,13,7
response,128,0,81870,13,3
accumulate,128,0,81871,13,1
combine,128,0,81871,13,2
dispatch,128,0,81871,13,7
multiply,128,0,81871,13,3
read,128,0,81871,13,8
response,128,0,81871,13,4
accumulate,128,0,81872,13,2
combine,128,0,81872,13,3
dispatch,128,0,81872,13,8
multiply,128,0,81872,13,4
read,128,0,81872,13,9
response,128,0,81872,13,5
accumulate,128,0,81873,13,3
combine,128,0,81873,13,4
dispatch,128,0,81873,13,9
multiply,128,0,81873,13,5
read,128,0,81873,13,10
response,128,0,81873,13,6
accumulate,128,0,81874,13,4
combine,128,0,81874,13,5
dispatch,128,0,81874,13,10
multiply,128,0,81874,13,6
read,128,0,81874,13,11
response,128,0,81874,13,7
accumulate,128,0,81875,13,5
combine,128,0,81875,13,6
dispatch,128,0,81875,13,11
multiply,128,0,81875,13,7
read,128,0,81875,13,12
response,128,0,81875,13,8
accumulate,128,0,81876,13,6
combine,128,0,81876,13,7
dispatch,128,0,81876,13,12
multiply,128,0,81876,13,8
read,128,0,81876,13,13
response,128,0,81876,13,9
accumulate,128,0,81877,13,7
combine,128,0,81877,13,8
dispatch,128,0,81877,13,13
multiply,128,0,81877,13,9
read,128,0,81877,13,14
response,128,0,81877,13,10
accumulate,128,0,81878,13,8
combine,128,0,81878,13,9
dispatch,128,0,81878,13,14
multiply,128,0,81878,13,10
read,128,0,81878,13,15
response,128,0,81878,13,11
accumulate,128,0,81879,13,9
chunk,128,0,81879,13,1
combine,128,0,81879,13,10
dispatch,128,0,81879,13,15
multiply,128,0,81879,13,11
response,128,0,81879,13,12
accumulate,128,0,81880,13,10
combine,128,0,81880,13,11
multiply,128,0,81880,13,12
read,128,0,81880,13,16
response,128,0,81880,13,13
accumulate,128,0,81881,13,11
combine,128,0,81881,13,12
dispatch,128,0,81881,13,16
multiply,128,0,81881,13,13
read,128,0,81881,13,17
response,128,0,81881,13,14
accumulate,128,0,81882,13,12
combine,128,0,81882,13,13
dispatch,128,0,81882,13,17
multiply,128,0,81882,13,14
read,128,0,81882,13,18
response,128,0,81882,13,15
accumulate,128,0,81883,13,13
combine,128,0,81883,13,14
dispatch,128,0,81883,13,18
multiply,128,0,81883,13,15
read,128,0,81883,13,19
accumulate,128,0,81884,13,14
combine,128,0,81884,13,15
dispatch,128,0,81884,13,19
response,128,0,81884,13,16
accumulate,128,0,81885,13,15
multiply,128,0,81885,13,16
response,128,0,81885,13,17
combine,128,0,81886,13,16
multiply,128,0,81886,13,17
response,128,0,81886,13,18
accumulate,128,0,81887,13,16
combine,128,0,81887,13,17
multiply,128,0,81887,13,18
response,128,0,81887,13,19
accumulate,128,0,81888,13,17
combine,128,0,81888,13,18
multiply,128,0,81888,13,19
accumulate,128,0,81889,13,18
combine,128,0,81889,13,19
last,128,0,81890,13,19
bias,128,0,81891,13,-1
restart,128,0,81891,13,-1
add,128,0,81892,13,-1
group,128,0,81892,14,-1
chunk,128,0,81893,14,0
round,128,0,81893,13,-1
collect,128,0,81894,13,-1
read,128,0,81894,14,0
dispatch,128,0,81895,14,0
read,128,0,81895,14,1
dispatch,128,0,81896,14,1
read,128,0,81896,14,2
dispatch,128,0,81897,14,2
read,128,0,81897,14,3
dispatch,128,0,81898,14,3
read,128,0,81898,14,4
response,128,0,81898,14,0
dispatch,128,0,81899,14,4
multiply,128,0,81899,14,0
read,128,0,81899,14,5
response,128,0,81899,14,1
combine,128,0,81900,14,0
dispatch,128,0,81900,14,5
multiply,128,0,81900,14,1
read,128,0,81900,14,6
response,128,0,81900,14,2
accumulate,128,0,81901,14,0
combine,128,0,81901,14,1
dispatch,128,0,81901,14,6
multiply,128,0,81901,14,2
read,128,0,81901,14,7
response,128,0,81901,14,3
accumulate,128,0,81902,14,1
combine,128,0,81902,14,2
dispatch,128,0,81902,14,7
multiply,128,0,81902,14,3
read,128,0,81902,14,8
response,128,0,81902,14,4
accumulate,128,0,81903,14,2
combine,128,0,81903,14,3
dispatch,128,0,81903,14,8
multiply,128,0,81903,14,4
read,128,0,81903,14,9
response,128,0,81903,14,5
accumulate,128,0,81904,14,3
combine,128,0,81904,14,4
dispatch,128,0,81904,14,9
multiply,128,0,81904,14,5
read,128,0,81904,14,10
response,128,0,81904,14,6
accumulate,128,0,81905,14,4
combine,128,0,81905,14,5
dispatch,128,0,81905,14,10
multiply,128,0,81905,14,6
read,128,0,81905,14,11
response,128,0,81905,14,7
accumulate,128,0,81906,14,5
combine,128,0,81906,14,6
dispatch,128,0,81906,14,11
multiply,128,0,81906,14,7
read,128,0,81906,14,12
response,128,0,81906,14,8
accumulate,128,0,81907,14,6
combine,128,0,81907,14,7
dispatch,128,0,81907,14,12
multiply,128,0,81907,14,8
read,128,0,81907,14,13
response,128,0,81907,14,9
accumulate,128,0,81908,14,7
combine,128,0,81908,14,8
dispatch,128,0,81908,14,13
multiply,128,0,81908,14,9
read,128,0,81908,14,14
response,128,0,81908,14,10
accumulate,128,0,81909,14,8
combine,128,0,81909,14,9
dispatch,128,0,81909,14,14
multiply,128,0,81909,14,10
read,128,0,81909,14,15
response,128,0,81909,14,11
accumulate,128,0,81910,14,9
chunk,128,0,81910,14,1
combine,128,0,81910,14,10
dispatch,128,0,81910,14,15
multiply,128,0,81910,14,11
response,128,0,81910,14,12
accumulate,128,0,81911,14,10
combine,128,0,81911,14,11
multiply,128,0,81911,14,12
read,128,0,81911,14,16
response,128,0,81911,14,13
accumulate,128,0,81912,14,11
combine,128,0,81912,14,12
dispatch,128,0,81912,14,16
multiply,128,0,81912,14,13
read,128,0,81912,14,17
response,128,0,81912,14,14
accumulate,128,0,81913,14,12
combine,128,0,81913,14,13
dispatch,128,0,81913,14,17
multiply,128,0,81913,14,14
read,128,0,81913,14,18
response,128,0,81913,14,15
accumulate,128,0,81914,14,13
combine,128,0,81914,14,14
dispatch,128,0,81914,14,18
multiply,128,0,81914,14,15
read,128,0,81914,14,19
accumulate,128,0,81915,14,14
combine,128,0,81915,14,15
dispatch,128,0,81915,14,19
response,128,0,81915,14,16
accumulate,128,0,81916,14,15
multiply,128,0,81916,14,16
response,128,0,81916,14,17
combine,128,0,81917,14,16
multiply,128,0,81917,14,17
response,128,0,81917,14,18
accumulate,128,0,81918,14,16
combine,128,0,81918,14,17
multiply,128,0,81918,14,18
response,128,0,81918,14,19
accumulate,128,0,81919,14,17
combine,128,0,81919,14,18
multiply,128,0,81919,14,19
accumulate,128,0,81920,14,18
combine,128,0,81920,14,19
last,128,0,81921,14,19
bias,128,0,81922,14,-1
restart,128,0,81922,14,-1
add,128,0,81923,14,-1
group,128,0,81923,15,-1
chunk,128,0,81924,15,0
